allocation_id,entry_id,invoice_id,amount_allocated,allocated_date
ALL_INV_C00172_00,ENT_INV_C00172_00_P,INV_C00172_00,75.0,2023-06-22
ALL_INV_C00172_01,ENT_INV_C00172_01_P,INV_C00172_01,75.0,2023-07-22
ALL_INV_C00172_02,ENT_INV_C00172_02_P,INV_C00172_02,75.0,2023-08-22
ALL_INV_C00172_03,ENT_INV_C00172_03_P,INV_C00172_03,75.0,2023-09-22
ALL_INV_C00172_04,ENT_INV_C00172_04_P,INV_C00172_04,75.0,2023-10-22
ALL_INV_C00172_05,ENT_INV_C00172_05_P,INV_C00172_05,75.0,2023-11-22
ALL_INV_C00172_06,ENT_INV_C00172_06_P,INV_C00172_06,75.0,2023-12-22
ALL_INV_C00172_07,ENT_INV_C00172_07_P,INV_C00172_07,75.0,2024-01-22
ALL_INV_C00172_08,ENT_INV_C00172_08_P,INV_C00172_08,75.0,2024-02-22
ALL_INV_C00172_09,ENT_INV_C00172_09_P,INV_C00172_09,75.0,2024-03-22
ALL_INV_C00172_10,ENT_INV_C00172_10_P,INV_C00172_10,75.0,2024-04-22
ALL_INV_C00172_11,ENT_INV_C00172_11_P,INV_C00172_11,75.0,2024-05-22
ALL_INV_C00172_12,ENT_INV_C00172_12_P,INV_C00172_12,75.0,2024-06-22
ALL_INV_C00172_13,ENT_INV_C00172_13_P,INV_C00172_13,75.0,2024-07-22
ALL_INV_C00172_14,ENT_INV_C00172_14_P,INV_C00172_14,75.0,2024-08-22
ALL_INV_C00172_15,ENT_INV_C00172_15_P,INV_C00172_15,75.0,2024-09-22
ALL_INV_C00172_16,ENT_INV_C00172_16_P,INV_C00172_16,75.0,2024-10-22
ALL_INV_C00172_17,ENT_INV_C00172_17_P,INV_C00172_17,75.0,2024-11-22
ALL_INV_C00172_18,ENT_INV_C00172_18_P,INV_C00172_18,75.0,2024-12-22
ALL_INV_C00172_19,ENT_INV_C00172_19_P,INV_C00172_19,75.0,2025-01-22
ALL_INV_C00172_20,ENT_INV_C00172_20_P,INV_C00172_20,75.0,2025-02-22
ALL_INV_C00172_21,ENT_INV_C00172_21_P,INV_C00172_21,75.0,2025-03-22
ALL_INV_C00172_22,ENT_INV_C00172_22_P,INV_C00172_22,75.0,2025-04-22
ALL_INV_C00172_23,ENT_INV_C00172_23_P,INV_C00172_23,75.0,2025-05-22
ALL_INV_C00173_00,ENT_INV_C00173_00_P,INV_C00173_00,75.0,2023-06-13
ALL_INV_C00173_01,ENT_INV_C00173_01_P,INV_C00173_01,75.0,2023-07-13
ALL_INV_C00173_02,ENT_INV_C00173_02_P,INV_C00173_02,75.0,2023-08-13
ALL_INV_C00173_03,ENT_INV_C00173_03_P,INV_C00173_03,75.0,2023-09-13
ALL_INV_C00173_04,ENT_INV_C00173_04_P,INV_C00173_04,75.0,2023-10-13
ALL_INV_C00173_05,ENT_INV_C00173_05_P,INV_C00173_05,75.0,2023-11-13
ALL_INV_C00173_06,ENT_INV_C00173_06_P,INV_C00173_06,75.0,2023-12-13
ALL_INV_C00173_07,ENT_INV_C00173_07_P,INV_C00173_07,75.0,2024-01-13
ALL_INV_C00173_08,ENT_INV_C00173_08_P,INV_C00173_08,75.0,2024-02-13
ALL_INV_C00173_09,ENT_INV_C00173_09_P,INV_C00173_09,75.0,2024-03-13
ALL_INV_C00173_10,ENT_INV_C00173_10_P,INV_C00173_10,75.0,2024-04-13
ALL_INV_C00173_11,ENT_INV_C00173_11_P,INV_C00173_11,75.0,2024-05-13
ALL_INV_C00173_12,ENT_INV_C00173_12_P,INV_C00173_12,75.0,2024-06-13
ALL_INV_C00173_13,ENT_INV_C00173_13_P,INV_C00173_13,75.0,2024-07-13
ALL_INV_C00173_14,ENT_INV_C00173_14_P,INV_C00173_14,75.0,2024-08-13
ALL_INV_C00173_15,ENT_INV_C00173_15_P,INV_C00173_15,75.0,2024-09-13
ALL_INV_C00173_16,ENT_INV_C00173_16_P,INV_C00173_16,75.0,2024-10-13
ALL_INV_C00173_17,ENT_INV_C00173_17_P,INV_C00173_17,75.0,2024-11-13
ALL_INV_C00173_18,ENT_INV_C00173_18_P,INV_C00173_18,75.0,2024-12-13
ALL_INV_C00173_19,ENT_INV_C00173_19_P,INV_C00173_19,75.0,2025-01-13
ALL_INV_C00173_20,ENT_INV_C00173_20_P,INV_C00173_20,75.0,2025-02-13
ALL_INV_C00173_21,ENT_INV_C00173_21_P,INV_C00173_21,75.0,2025-03-13
ALL_INV_C00173_22,ENT_INV_C00173_22_P,INV_C00173_22,75.0,2025-04-13
ALL_INV_C00173_23,ENT_INV_C00173_23_P,INV_C00173_23,75.0,2025-05-13
ALL_INV_C00174_00,ENT_INV_C00174_00_P,INV_C00174_00,75.0,2023-03-01
ALL_INV_C00174_01,ENT_INV_C00174_01_P,INV_C00174_01,75.0,2023-03-29
ALL_INV_C00174_02,ENT_INV_C00174_02_P,INV_C00174_02,75.0,2023-04-29
ALL_INV_C00174_03,ENT_INV_C00174_03_P,INV_C00174_03,75.0,2023-05-29
ALL_INV_C00174_04,ENT_INV_C00174_04_P,INV_C00174_04,75.0,2023-06-29
ALL_INV_C00174_05,ENT_INV_C00174_05_P,INV_C00174_05,75.0,2023-07-29
ALL_INV_C00174_06,ENT_INV_C00174_06_P,INV_C00174_06,75.0,2023-08-29
ALL_INV_C00174_07,ENT_INV_C00174_07_P,INV_C00174_07,75.0,2023-09-29
ALL_INV_C00174_08,ENT_INV_C00174_08_P,INV_C00174_08,75.0,2023-10-29
ALL_INV_C00174_09,ENT_INV_C00174_09_P,INV_C00174_09,75.0,2023-11-29
ALL_INV_C00174_10,ENT_INV_C00174_10_P,INV_C00174_10,75.0,2023-12-29
ALL_INV_C00174_11,ENT_INV_C00174_11_P,INV_C00174_11,75.0,2024-01-29
ALL_INV_C00174_12,ENT_INV_C00174_12_P,INV_C00174_12,75.0,2024-02-29
ALL_INV_C00174_13,ENT_INV_C00174_13_P,INV_C00174_13,75.0,2024-03-29
ALL_INV_C00174_14,ENT_INV_C00174_14_P,INV_C00174_14,75.0,2024-04-29
ALL_INV_C00174_15,ENT_INV_C00174_15_P,INV_C00174_15,75.0,2024-05-29
ALL_INV_C00174_16,ENT_INV_C00174_16_P,INV_C00174_16,75.0,2024-06-29
ALL_INV_C00174_17,ENT_INV_C00174_17_P,INV_C00174_17,75.0,2024-07-29
ALL_INV_C00174_18,ENT_INV_C00174_18_P,INV_C00174_18,75.0,2024-08-29
ALL_INV_C00174_19,ENT_INV_C00174_19_P,INV_C00174_19,75.0,2024-09-29
ALL_INV_C00174_20,ENT_INV_C00174_20_P,INV_C00174_20,75.0,2024-10-29
ALL_INV_C00174_21,ENT_INV_C00174_21_P,INV_C00174_21,75.0,2024-11-29
ALL_INV_C00174_22,ENT_INV_C00174_22_P,INV_C00174_22,75.0,2024-12-29
ALL_INV_C00174_23,ENT_INV_C00174_23_P,INV_C00174_23,75.0,2025-01-29
ALL_INV_C00175_00,ENT_INV_C00175_00_P,INV_C00175_00,59.0,2023-02-08
ALL_INV_C00175_01,ENT_INV_C00175_01_P,INV_C00175_01,59.0,2023-03-08
ALL_INV_C00175_02,ENT_INV_C00175_02_P,INV_C00175_02,59.0,2023-04-08
ALL_INV_C00175_03,ENT_INV_C00175_03_P,INV_C00175_03,59.0,2023-05-08
ALL_INV_C00175_04,ENT_INV_C00175_04_P,INV_C00175_04,59.0,2023-06-08
ALL_INV_C00175_05,ENT_INV_C00175_05_P,INV_C00175_05,59.0,2023-07-08
ALL_INV_C00175_06,ENT_INV_C00175_06_P,INV_C00175_06,59.0,2023-08-08
ALL_INV_C00175_07,ENT_INV_C00175_07_P,INV_C00175_07,59.0,2023-09-08
ALL_INV_C00175_08,ENT_INV_C00175_08_P,INV_C00175_08,59.0,2023-10-08
ALL_INV_C00175_09,ENT_INV_C00175_09_P,INV_C00175_09,59.0,2023-11-08
ALL_INV_C00175_10,ENT_INV_C00175_10_P,INV_C00175_10,59.0,2023-12-08
ALL_INV_C00175_11,ENT_INV_C00175_11_P,INV_C00175_11,59.0,2024-01-08
ALL_INV_C00175_12,ENT_INV_C00175_12_P,INV_C00175_12,59.0,2024-02-08
ALL_INV_C00175_13,ENT_INV_C00175_13_P,INV_C00175_13,59.0,2024-03-08
ALL_INV_C00175_14,ENT_INV_C00175_14_P,INV_C00175_14,59.0,2024-04-08
ALL_INV_C00175_15,ENT_INV_C00175_15_P,INV_C00175_15,59.0,2024-05-08
ALL_INV_C00175_16,ENT_INV_C00175_16_P,INV_C00175_16,59.0,2024-06-08
ALL_INV_C00175_17,ENT_INV_C00175_17_P,INV_C00175_17,59.0,2024-07-08
ALL_INV_C00175_18,ENT_INV_C00175_18_P,INV_C00175_18,59.0,2024-08-08
ALL_INV_C00175_19,ENT_INV_C00175_19_P,INV_C00175_19,59.0,2024-09-08
ALL_INV_C00175_20,ENT_INV_C00175_20_P,INV_C00175_20,59.0,2024-10-08
ALL_INV_C00175_21,ENT_INV_C00175_21_P,INV_C00175_21,59.0,2024-11-08
ALL_INV_C00175_22,ENT_INV_C00175_22_P,INV_C00175_22,59.0,2024-12-08
ALL_INV_C00175_23,ENT_INV_C00175_23_P,INV_C00175_23,59.0,2025-01-08
ALL_INV_C00176_00,ENT_INV_C00176_00_P,INV_C00176_00,89.0,2023-03-07
ALL_INV_C00176_01,ENT_INV_C00176_01_P,INV_C00176_01,89.0,2023-04-07
ALL_INV_C00176_02,ENT_INV_C00176_02_P,INV_C00176_02,89.0,2023-05-07
ALL_INV_C00176_03,ENT_INV_C00176_03_P,INV_C00176_03,89.0,2023-06-07
ALL_INV_C00176_04,ENT_INV_C00176_04_P,INV_C00176_04,89.0,2023-07-07
ALL_INV_C00176_05,ENT_INV_C00176_05_P,INV_C00176_05,89.0,2023-08-07
ALL_INV_C00176_06,ENT_INV_C00176_06_P,INV_C00176_06,89.0,2023-09-07
ALL_INV_C00176_07,ENT_INV_C00176_07_P,INV_C00176_07,89.0,2023-10-07
ALL_INV_C00176_08,ENT_INV_C00176_08_P,INV_C00176_08,89.0,2023-11-07
ALL_INV_C00176_09,ENT_INV_C00176_09_P,INV_C00176_09,89.0,2023-12-07
ALL_INV_C00176_10,ENT_INV_C00176_10_P,INV_C00176_10,89.0,2024-01-07
ALL_INV_C00176_11,ENT_INV_C00176_11_P,INV_C00176_11,89.0,2024-02-07
ALL_INV_C00176_12,ENT_INV_C00176_12_P,INV_C00176_12,89.0,2024-03-07
ALL_INV_C00176_13,ENT_INV_C00176_13_P,INV_C00176_13,89.0,2024-04-07
ALL_INV_C00176_14,ENT_INV_C00176_14_P,INV_C00176_14,89.0,2024-05-07
ALL_INV_C00176_15,ENT_INV_C00176_15_P,INV_C00176_15,89.0,2024-06-07
ALL_INV_C00176_16,ENT_INV_C00176_16_P,INV_C00176_16,89.0,2024-07-07
ALL_INV_C00176_17,ENT_INV_C00176_17_P,INV_C00176_17,89.0,2024-08-07
ALL_INV_C00176_18,ENT_INV_C00176_18_P,INV_C00176_18,89.0,2024-09-07
ALL_INV_C00176_19,ENT_INV_C00176_19_P,INV_C00176_19,89.0,2024-10-07
ALL_INV_C00176_20,ENT_INV_C00176_20_P,INV_C00176_20,89.0,2024-11-07
ALL_INV_C00176_21,ENT_INV_C00176_21_P,INV_C00176_21,89.0,2024-12-07
ALL_INV_C00176_22,ENT_INV_C00176_22_P,INV_C00176_22,89.0,2025-01-07
ALL_INV_C00176_23,ENT_INV_C00176_23_P,INV_C00176_23,89.0,2025-02-07
ALL_INV_C00177_00,ENT_INV_C00177_00_P,INV_C00177_00,89.0,2023-06-30
ALL_INV_C00177_01,ENT_INV_C00177_01_P,INV_C00177_01,89.0,2023-07-30
ALL_INV_C00177_02,ENT_INV_C00177_02_P,INV_C00177_02,89.0,2023-08-30
ALL_INV_C00177_03,ENT_INV_C00177_03_P,INV_C00177_03,89.0,2023-09-30
ALL_INV_C00177_04,ENT_INV_C00177_04_P,INV_C00177_04,89.0,2023-10-30
ALL_INV_C00177_05,ENT_INV_C00177_05_P,INV_C00177_05,89.0,2023-11-30
ALL_INV_C00177_06,ENT_INV_C00177_06_P,INV_C00177_06,89.0,2023-12-30
ALL_INV_C00177_07,ENT_INV_C00177_07_P,INV_C00177_07,89.0,2024-01-30
ALL_INV_C00177_08,ENT_INV_C00177_08_P,INV_C00177_08,89.0,2024-03-01
ALL_INV_C00177_09,ENT_INV_C00177_09_P,INV_C00177_09,89.0,2024-03-30
ALL_INV_C00177_10,ENT_INV_C00177_10_P,INV_C00177_10,89.0,2024-04-30
ALL_INV_C00177_11,ENT_INV_C00177_11_P,INV_C00177_11,89.0,2024-05-30
ALL_INV_C00177_12,ENT_INV_C00177_12_P,INV_C00177_12,89.0,2024-06-30
ALL_INV_C00177_13,ENT_INV_C00177_13_P,INV_C00177_13,89.0,2024-07-30
ALL_INV_C00177_14,ENT_INV_C00177_14_P,INV_C00177_14,89.0,2024-08-30
ALL_INV_C00177_15,ENT_INV_C00177_15_P,INV_C00177_15,89.0,2024-09-30
ALL_INV_C00177_16,ENT_INV_C00177_16_P,INV_C00177_16,89.0,2024-10-30
ALL_INV_C00177_17,ENT_INV_C00177_17_P,INV_C00177_17,89.0,2024-11-30
ALL_INV_C00177_18,ENT_INV_C00177_18_P,INV_C00177_18,89.0,2024-12-30
ALL_INV_C00177_19,ENT_INV_C00177_19_P,INV_C00177_19,89.0,2025-01-30
ALL_INV_C00177_20,ENT_INV_C00177_20_P,INV_C00177_20,89.0,2025-03-02
ALL_INV_C00177_21,ENT_INV_C00177_21_P,INV_C00177_21,89.0,2025-03-30
ALL_INV_C00177_22,ENT_INV_C00177_22_P,INV_C00177_22,89.0,2025-04-30
ALL_INV_C00177_23,ENT_INV_C00177_23_P,INV_C00177_23,89.0,2025-05-30
ALL_INV_C00178_00,ENT_INV_C00178_00_P,INV_C00178_00,129.0,2023-05-10
ALL_INV_C00178_01,ENT_INV_C00178_01_P,INV_C00178_01,129.0,2023-06-10
ALL_INV_C00178_02,ENT_INV_C00178_02_P,INV_C00178_02,129.0,2023-07-10
ALL_INV_C00178_03,ENT_INV_C00178_03_P,INV_C00178_03,129.0,2023-08-10
ALL_INV_C00178_04,ENT_INV_C00178_04_P,INV_C00178_04,129.0,2023-09-10
ALL_INV_C00178_05,ENT_INV_C00178_05_P,INV_C00178_05,129.0,2023-10-10
ALL_INV_C00178_06,ENT_INV_C00178_06_P,INV_C00178_06,129.0,2023-11-10
ALL_INV_C00178_07,ENT_INV_C00178_07_P,INV_C00178_07,129.0,2023-12-10
ALL_INV_C00178_08,ENT_INV_C00178_08_P,INV_C00178_08,129.0,2024-01-10
ALL_INV_C00178_09,ENT_INV_C00178_09_P,INV_C00178_09,129.0,2024-02-10
ALL_INV_C00178_10,ENT_INV_C00178_10_P,INV_C00178_10,129.0,2024-03-10
ALL_INV_C00178_11,ENT_INV_C00178_11_P,INV_C00178_11,129.0,2024-04-10
ALL_INV_C00178_12,ENT_INV_C00178_12_P,INV_C00178_12,129.0,2024-05-10
ALL_INV_C00178_13,ENT_INV_C00178_13_P,INV_C00178_13,129.0,2024-06-10
ALL_INV_C00178_14,ENT_INV_C00178_14_P,INV_C00178_14,129.0,2024-07-10
ALL_INV_C00178_15,ENT_INV_C00178_15_P,INV_C00178_15,129.0,2024-08-10
ALL_INV_C00178_16,ENT_INV_C00178_16_P,INV_C00178_16,129.0,2024-09-10
ALL_INV_C00178_17,ENT_INV_C00178_17_P,INV_C00178_17,129.0,2024-10-10
ALL_INV_C00178_18,ENT_INV_C00178_18_P,INV_C00178_18,129.0,2024-11-10
ALL_INV_C00178_19,ENT_INV_C00178_19_P,INV_C00178_19,129.0,2024-12-10
ALL_INV_C00178_20,ENT_INV_C00178_20_P,INV_C00178_20,129.0,2025-01-10
ALL_INV_C00178_21,ENT_INV_C00178_21_P,INV_C00178_21,129.0,2025-02-10
ALL_INV_C00178_22,ENT_INV_C00178_22_P,INV_C00178_22,129.0,2025-03-10
ALL_INV_C00178_23,ENT_INV_C00178_23_P,INV_C00178_23,129.0,2025-04-10
ALL_INV_C00179_00,ENT_INV_C00179_00_P,INV_C00179_00,89.0,2023-06-14
ALL_INV_C00179_01,ENT_INV_C00179_01_P,INV_C00179_01,89.0,2023-07-14
ALL_INV_C00179_02,ENT_INV_C00179_02_P,INV_C00179_02,89.0,2023-08-14
ALL_INV_C00179_03,ENT_INV_C00179_03_P,INV_C00179_03,89.0,2023-09-14
ALL_INV_C00179_04,ENT_INV_C00179_04_P,INV_C00179_04,89.0,2023-10-14
ALL_INV_C00179_05,ENT_INV_C00179_05_P,INV_C00179_05,89.0,2023-11-14
ALL_INV_C00179_06,ENT_INV_C00179_06_P,INV_C00179_06,89.0,2023-12-14
ALL_INV_C00179_07,ENT_INV_C00179_07_P,INV_C00179_07,89.0,2024-01-14
ALL_INV_C00179_08,ENT_INV_C00179_08_P,INV_C00179_08,89.0,2024-02-14
ALL_INV_C00179_09,ENT_INV_C00179_09_P,INV_C00179_09,89.0,2024-03-14
ALL_INV_C00179_10,ENT_INV_C00179_10_P,INV_C00179_10,89.0,2024-04-14
ALL_INV_C00179_11,ENT_INV_C00179_11_P,INV_C00179_11,89.0,2024-05-14
ALL_INV_C00179_12,ENT_INV_C00179_12_P,INV_C00179_12,89.0,2024-06-14
ALL_INV_C00179_13,ENT_INV_C00179_13_P,INV_C00179_13,89.0,2024-07-14
ALL_INV_C00179_14,ENT_INV_C00179_14_P,INV_C00179_14,89.0,2024-08-14
ALL_INV_C00179_15,ENT_INV_C00179_15_P,INV_C00179_15,89.0,2024-09-14
ALL_INV_C00179_16,ENT_INV_C00179_16_P,INV_C00179_16,89.0,2024-10-14
ALL_INV_C00179_17,ENT_INV_C00179_17_P,INV_C00179_17,89.0,2024-11-14
ALL_INV_C00179_18,ENT_INV_C00179_18_P,INV_C00179_18,89.0,2024-12-14
ALL_INV_C00179_19,ENT_INV_C00179_19_P,INV_C00179_19,89.0,2025-01-14
ALL_INV_C00179_20,ENT_INV_C00179_20_P,INV_C00179_20,89.0,2025-02-14
ALL_INV_C00179_21,ENT_INV_C00179_21_P,INV_C00179_21,89.0,2025-03-14
ALL_INV_C00179_22,ENT_INV_C00179_22_P,INV_C00179_22,89.0,2025-04-14
ALL_INV_C00179_23,ENT_INV_C00179_23_P,INV_C00179_23,89.0,2025-05-14
ALL_INV_C00180_00,ENT_INV_C00180_00_P,INV_C00180_00,99.0,2023-05-25
ALL_INV_C00180_01,ENT_INV_C00180_01_P,INV_C00180_01,99.0,2023-06-25
ALL_INV_C00180_02,ENT_INV_C00180_02_P,INV_C00180_02,99.0,2023-07-25
ALL_INV_C00180_03,ENT_INV_C00180_03_P,INV_C00180_03,99.0,2023-08-25
ALL_INV_C00180_04,ENT_INV_C00180_04_P,INV_C00180_04,99.0,2023-09-25
ALL_INV_C00180_05,ENT_INV_C00180_05_P,INV_C00180_05,99.0,2023-10-25
ALL_INV_C00180_06,ENT_INV_C00180_06_P,INV_C00180_06,99.0,2023-11-25
ALL_INV_C00180_07,ENT_INV_C00180_07_P,INV_C00180_07,99.0,2023-12-25
ALL_INV_C00180_08,ENT_INV_C00180_08_P,INV_C00180_08,99.0,2024-01-25
ALL_INV_C00180_09,ENT_INV_C00180_09_P,INV_C00180_09,99.0,2024-02-25
ALL_INV_C00180_10,ENT_INV_C00180_10_P,INV_C00180_10,99.0,2024-03-25
ALL_INV_C00180_11,ENT_INV_C00180_11_P,INV_C00180_11,99.0,2024-04-25
ALL_INV_C00180_12,ENT_INV_C00180_12_P,INV_C00180_12,99.0,2024-05-25
ALL_INV_C00180_13,ENT_INV_C00180_13_P,INV_C00180_13,99.0,2024-06-25
ALL_INV_C00180_14,ENT_INV_C00180_14_P,INV_C00180_14,99.0,2024-07-25
ALL_INV_C00180_15,ENT_INV_C00180_15_P,INV_C00180_15,99.0,2024-08-25
ALL_INV_C00180_16,ENT_INV_C00180_16_P,INV_C00180_16,99.0,2024-09-25
ALL_INV_C00180_17,ENT_INV_C00180_17_P,INV_C00180_17,99.0,2024-10-25
ALL_INV_C00180_18,ENT_INV_C00180_18_P,INV_C00180_18,99.0,2024-11-25
ALL_INV_C00180_19,ENT_INV_C00180_19_P,INV_C00180_19,99.0,2024-12-25
ALL_INV_C00180_20,ENT_INV_C00180_20_P,INV_C00180_20,99.0,2025-01-25
ALL_INV_C00180_21,ENT_INV_C00180_21_P,INV_C00180_21,99.0,2025-02-25
ALL_INV_C00180_22,ENT_INV_C00180_22_P,INV_C00180_22,99.0,2025-03-25
ALL_INV_C00180_23,ENT_INV_C00180_23_P,INV_C00180_23,99.0,2025-04-25
ALL_INV_C00181_00,ENT_INV_C00181_00_P,INV_C00181_00,99.0,2023-04-07
ALL_INV_C00181_01,ENT_INV_C00181_01_P,INV_C00181_01,99.0,2023-05-07
ALL_INV_C00181_02,ENT_INV_C00181_02_P,INV_C00181_02,99.0,2023-06-07
ALL_INV_C00181_03,ENT_INV_C00181_03_P,INV_C00181_03,99.0,2023-07-07
ALL_INV_C00181_04,ENT_INV_C00181_04_P,INV_C00181_04,99.0,2023-08-07
ALL_INV_C00181_05,ENT_INV_C00181_05_P,INV_C00181_05,99.0,2023-09-07
ALL_INV_C00181_06,ENT_INV_C00181_06_P,INV_C00181_06,99.0,2023-10-07
ALL_INV_C00181_07,ENT_INV_C00181_07_P,INV_C00181_07,99.0,2023-11-07
ALL_INV_C00181_08,ENT_INV_C00181_08_P,INV_C00181_08,99.0,2023-12-07
ALL_INV_C00181_09,ENT_INV_C00181_09_P,INV_C00181_09,99.0,2024-01-07
ALL_INV_C00181_10,ENT_INV_C00181_10_P,INV_C00181_10,99.0,2024-02-07
ALL_INV_C00181_11,ENT_INV_C00181_11_P,INV_C00181_11,99.0,2024-03-07
ALL_INV_C00181_12,ENT_INV_C00181_12_P,INV_C00181_12,99.0,2024-04-07
ALL_INV_C00181_13,ENT_INV_C00181_13_P,INV_C00181_13,99.0,2024-05-07
ALL_INV_C00181_14,ENT_INV_C00181_14_P,INV_C00181_14,99.0,2024-06-07
ALL_INV_C00181_15,ENT_INV_C00181_15_P,INV_C00181_15,99.0,2024-07-07
ALL_INV_C00181_16,ENT_INV_C00181_16_P,INV_C00181_16,99.0,2024-08-07
ALL_INV_C00181_17,ENT_INV_C00181_17_P,INV_C00181_17,99.0,2024-09-07
ALL_INV_C00181_18,ENT_INV_C00181_18_P,INV_C00181_18,99.0,2024-10-07
ALL_INV_C00181_19,ENT_INV_C00181_19_P,INV_C00181_19,99.0,2024-11-07
ALL_INV_C00181_20,ENT_INV_C00181_20_P,INV_C00181_20,99.0,2024-12-07
ALL_INV_C00181_21,ENT_INV_C00181_21_P,INV_C00181_21,99.0,2025-01-07
ALL_INV_C00181_22,ENT_INV_C00181_22_P,INV_C00181_22,99.0,2025-02-07
ALL_INV_C00181_23,ENT_INV_C00181_23_P,INV_C00181_23,99.0,2025-03-07
ALL_INV_C00182_00,ENT_INV_C00182_00_P,INV_C00182_00,59.0,2023-02-12
ALL_INV_C00182_01,ENT_INV_C00182_01_P,INV_C00182_01,59.0,2023-03-12
ALL_INV_C00182_02,ENT_INV_C00182_02_P,INV_C00182_02,59.0,2023-04-12
ALL_INV_C00182_03,ENT_INV_C00182_03_P,INV_C00182_03,59.0,2023-05-12
ALL_INV_C00182_04,ENT_INV_C00182_04_P,INV_C00182_04,59.0,2023-06-12
ALL_INV_C00182_05,ENT_INV_C00182_05_P,INV_C00182_05,59.0,2023-07-12
ALL_INV_C00182_06,ENT_INV_C00182_06_P,INV_C00182_06,59.0,2023-08-12
ALL_INV_C00182_07,ENT_INV_C00182_07_P,INV_C00182_07,59.0,2023-09-12
ALL_INV_C00182_08,ENT_INV_C00182_08_P,INV_C00182_08,59.0,2023-10-12
ALL_INV_C00182_09,ENT_INV_C00182_09_P,INV_C00182_09,59.0,2023-11-12
ALL_INV_C00182_10,ENT_INV_C00182_10_P,INV_C00182_10,59.0,2023-12-12
ALL_INV_C00182_11,ENT_INV_C00182_11_P,INV_C00182_11,59.0,2024-01-12
ALL_INV_C00182_12,ENT_INV_C00182_12_P,INV_C00182_12,59.0,2024-02-12
ALL_INV_C00182_13,ENT_INV_C00182_13_P,INV_C00182_13,59.0,2024-03-12
ALL_INV_C00182_14,ENT_INV_C00182_14_P,INV_C00182_14,59.0,2024-04-12
ALL_INV_C00182_15,ENT_INV_C00182_15_P,INV_C00182_15,59.0,2024-05-12
ALL_INV_C00182_16,ENT_INV_C00182_16_P,INV_C00182_16,59.0,2024-06-12
ALL_INV_C00182_17,ENT_INV_C00182_17_P,INV_C00182_17,59.0,2024-07-12
ALL_INV_C00182_18,ENT_INV_C00182_18_P,INV_C00182_18,59.0,2024-08-12
ALL_INV_C00182_19,ENT_INV_C00182_19_P,INV_C00182_19,59.0,2024-09-12
ALL_INV_C00182_20,ENT_INV_C00182_20_P,INV_C00182_20,59.0,2024-10-12
ALL_INV_C00182_21,ENT_INV_C00182_21_P,INV_C00182_21,59.0,2024-11-12
ALL_INV_C00182_22,ENT_INV_C00182_22_P,INV_C00182_22,59.0,2024-12-12
ALL_INV_C00182_23,ENT_INV_C00182_23_P,INV_C00182_23,59.0,2025-01-12
ALL_INV_C00183_00,ENT_INV_C00183_00_P,INV_C00183_00,75.0,2023-02-16
ALL_INV_C00183_01,ENT_INV_C00183_01_P,INV_C00183_01,75.0,2023-03-16
ALL_INV_C00183_02,ENT_INV_C00183_02_P,INV_C00183_02,75.0,2023-04-16
ALL_INV_C00183_03,ENT_INV_C00183_03_P,INV_C00183_03,75.0,2023-05-16
ALL_INV_C00183_04,ENT_INV_C00183_04_P,INV_C00183_04,75.0,2023-06-16
ALL_INV_C00183_05,ENT_INV_C00183_05_P,INV_C00183_05,75.0,2023-07-16
ALL_INV_C00183_06,ENT_INV_C00183_06_P,INV_C00183_06,75.0,2023-08-16
ALL_INV_C00183_07,ENT_INV_C00183_07_P,INV_C00183_07,75.0,2023-09-16
ALL_INV_C00183_08,ENT_INV_C00183_08_P,INV_C00183_08,75.0,2023-10-16
ALL_INV_C00183_09,ENT_INV_C00183_09_P,INV_C00183_09,75.0,2023-11-16
ALL_INV_C00183_10,ENT_INV_C00183_10_P,INV_C00183_10,75.0,2023-12-16
ALL_INV_C00183_11,ENT_INV_C00183_11_P,INV_C00183_11,75.0,2024-01-16
ALL_INV_C00183_12,ENT_INV_C00183_12_P,INV_C00183_12,75.0,2024-02-16
ALL_INV_C00183_13,ENT_INV_C00183_13_P,INV_C00183_13,75.0,2024-03-16
ALL_INV_C00183_14,ENT_INV_C00183_14_P,INV_C00183_14,75.0,2024-04-16
ALL_INV_C00183_15,ENT_INV_C00183_15_P,INV_C00183_15,75.0,2024-05-16
ALL_INV_C00183_16,ENT_INV_C00183_16_P,INV_C00183_16,75.0,2024-06-16
ALL_INV_C00183_17,ENT_INV_C00183_17_P,INV_C00183_17,75.0,2024-07-16
ALL_INV_C00183_18,ENT_INV_C00183_18_P,INV_C00183_18,75.0,2024-08-16
ALL_INV_C00183_19,ENT_INV_C00183_19_P,INV_C00183_19,75.0,2024-09-16
ALL_INV_C00183_20,ENT_INV_C00183_20_P,INV_C00183_20,75.0,2024-10-16
ALL_INV_C00183_21,ENT_INV_C00183_21_P,INV_C00183_21,75.0,2024-11-16
ALL_INV_C00183_22,ENT_INV_C00183_22_P,INV_C00183_22,75.0,2024-12-16
ALL_INV_C00183_23,ENT_INV_C00183_23_P,INV_C00183_23,75.0,2025-01-16
ALL_INV_C00184_00,ENT_INV_C00184_00_P,INV_C00184_00,59.0,2023-05-30
ALL_INV_C00184_01,ENT_INV_C00184_01_P,INV_C00184_01,59.0,2023-06-30
ALL_INV_C00184_02,ENT_INV_C00184_02_P,INV_C00184_02,59.0,2023-07-30
