entry_id,customer_id,type,amount,effective_date,source,status
ENT_INV_C00079_15_P,C00079,payment,75.0,2024-09-01,direct_debit,settled
ENT_INV_C00079_16_D,C00079,invoice_debit,-75.0,2024-08-29,invoice,settled
ENT_INV_C00079_16_P,C00079,payment,75.0,2024-10-02,direct_debit,settled
ENT_INV_C00079_17_D,C00079,invoice_debit,-75.0,2024-09-29,invoice,settled
ENT_INV_C00079_17_P,C00079,payment,75.0,2024-11-01,direct_debit,settled
ENT_INV_C00079_18_D,C00079,invoice_debit,-75.0,2024-10-29,invoice,settled
ENT_INV_C00079_18_P,C00079,payment,75.0,2024-12-02,direct_debit,settled
ENT_INV_C00079_19_D,C00079,invoice_debit,-75.0,2024-11-29,invoice,settled
ENT_INV_C00079_19_P,C00079,payment,75.0,2025-01-01,direct_debit,settled
ENT_INV_C00079_20_D,C00079,invoice_debit,-75.0,2024-12-29,invoice,settled
ENT_INV_C00079_20_P,C00079,payment,75.0,2025-02-01,direct_debit,settled
ENT_INV_C00079_21_D,C00079,invoice_debit,-75.0,2025-01-29,invoice,settled
ENT_INV_C00079_21_P,C00079,payment,75.0,2025-03-03,direct_debit,settled
ENT_INV_C00079_22_D,C00079,invoice_debit,-75.0,2025-02-28,invoice,settled
ENT_INV_C00079_22_P,C00079,payment,75.0,2025-04-01,direct_debit,settled
ENT_INV_C00079_23_D,C00079,invoice_debit,-75.0,2025-03-29,invoice,settled
ENT_INV_C00079_23_P,C00079,payment,75.0,2025-05-02,direct_debit,settled
ENT_INV_C00080_00_D,C00080,invoice_debit,-89.0,2023-03-14,invoice,settled
ENT_INV_C00080_00_P,C00080,payment,89.0,2023-04-17,direct_debit,settled
ENT_INV_C00080_01_D,C00080,invoice_debit,-89.0,2023-04-14,invoice,settled
ENT_INV_C00080_01_P,C00080,payment,89.0,2023-05-17,direct_debit,settled
ENT_INV_C00080_02_D,C00080,invoice_debit,-89.0,2023-05-14,invoice,settled
ENT_INV_C00080_02_P,C00080,payment,89.0,2023-06-17,direct_debit,settled
ENT_INV_C00080_03_D,C00080,invoice_debit,-89.0,2023-06-14,invoice,settled
ENT_INV_C00080_03_P,C00080,payment,89.0,2023-07-17,direct_debit,settled
ENT_INV_C00080_04_D,C00080,invoice_debit,-89.0,2023-07-14,invoice,settled
ENT_INV_C00080_04_P,C00080,payment,89.0,2023-08-17,direct_debit,settled
ENT_INV_C00080_05_D,C00080,invoice_debit,-89.0,2023-08-14,invoice,settled
ENT_INV_C00080_05_P,C00080,payment,89.0,2023-09-17,direct_debit,settled
ENT_INV_C00080_06_D,C00080,invoice_debit,-89.0,2023-09-14,invoice,settled
ENT_INV_C00080_06_P,C00080,payment,89.0,2023-10-17,direct_debit,settled
ENT_INV_C00080_07_D,C00080,invoice_debit,-89.0,2023-10-14,invoice,settled
ENT_INV_C00080_07_P,C00080,payment,89.0,2023-11-17,direct_debit,settled
ENT_INV_C00080_08_D,C00080,invoice_debit,-89.0,2023-11-14,invoice,settled
ENT_INV_C00080_08_P,C00080,payment,89.0,2023-12-17,direct_debit,settled
ENT_INV_C00080_09_D,C00080,invoice_debit,-89.0,2023-12-14,invoice,settled
ENT_INV_C00080_09_P,C00080,payment,89.0,2024-01-17,direct_debit,settled
ENT_INV_C00080_10_D,C00080,invoice_debit,-89.0,2024-01-14,invoice,settled
ENT_INV_C00080_10_P,C00080,payment,89.0,2024-02-17,direct_debit,settled
ENT_INV_C00080_11_D,C00080,invoice_debit,-89.0,2024-02-14,invoice,settled
ENT_INV_C00080_11_P,C00080,payment,89.0,2024-03-17,direct_debit,settled
ENT_INV_C00080_12_D,C00080,invoice_debit,-89.0,2024-03-14,invoice,settled
ENT_INV_C00080_12_P,C00080,payment,89.0,2024-04-17,direct_debit,settled
ENT_INV_C00080_13_D,C00080,invoice_debit,-89.0,2024-04-14,invoice,settled
ENT_INV_C00080_13_P,C00080,payment,89.0,2024-05-17,direct_debit,settled
ENT_INV_C00080_14_D,C00080,invoice_debit,-89.0,2024-05-14,invoice,settled
ENT_INV_C00080_14_P,C00080,payment,89.0,2024-06-17,direct_debit,settled
ENT_INV_C00080_15_D,C00080,invoice_debit,-89.0,2024-06-14,invoice,settled
ENT_INV_C00080_15_P,C00080,payment,89.0,2024-07-17,direct_debit,settled
ENT_INV_C00080_16_D,C00080,invoice_debit,-89.0,2024-07-14,invoice,settled
ENT_INV_C00080_16_P,C00080,payment,89.0,2024-08-17,direct_debit,settled
ENT_INV_C00080_17_D,C00080,invoice_debit,-89.0,2024-08-14,invoice,settled
ENT_INV_C00080_17_P,C00080,payment,89.0,2024-09-17,direct_debit,settled
ENT_INV_C00080_18_D,C00080,invoice_debit,-89.0,2024-09-14,invoice,settled
ENT_INV_C00080_18_P,C00080,payment,89.0,2024-10-17,direct_debit,settled
ENT_INV_C00080_19_D,C00080,invoice_debit,-89.0,2024-10-14,invoice,settled
ENT_INV_C00080_19_P,C00080,payment,89.0,2024-11-17,direct_debit,settled
ENT_INV_C00080_20_D,C00080,invoice_debit,-89.0,2024-11-14,invoice,settled
ENT_INV_C00080_20_P,C00080,payment,89.0,2024-12-17,direct_debit,settled
ENT_INV_C00080_21_D,C00080,invoice_debit,-89.0,2024-12-14,invoice,settled
ENT_INV_C00080_21_P,C00080,payment,89.0,2025-01-17,direct_debit,settled
ENT_INV_C00080_22_D,C00080,invoice_debit,-89.0,2025-01-14,invoice,settled
ENT_INV_C00080_22_P,C00080,payment,89.0,2025-02-17,direct_debit,settled
ENT_INV_C00080_23_D,C00080,invoice_debit,-89.0,2025-02-14,invoice,settled
ENT_INV_C00080_23_P,C00080,payment,89.0,2025-03-17,direct_debit,settled
ENT_INV_C00081_00_D,C00081,invoice_debit,-59.0,2023-01-26,invoice,settled
ENT_INV_C00081_00_P,C00081,payment,59.0,2023-03-01,direct_debit,settled
ENT_INV_C00081_01_D,C00081,invoice_debit,-59.0,2023-02-26,invoice,settled
ENT_INV_C00081_01_P,C00081,payment,59.0,2023-03-29,direct_debit,settled
ENT_INV_C00081_02_D,C00081,invoice_debit,-59.0,2023-03-26,invoice,settled
ENT_INV_C00081_02_P,C00081,payment,59.0,2023-04-29,direct_debit,settled
ENT_INV_C00081_03_D,C00081,invoice_debit,-59.0,2023-04-26,invoice,settled
ENT_INV_C00081_03_P,C00081,payment,59.0,2023-05-29,direct_debit,settled
ENT_INV_C00081_04_D,C00081,invoice_debit,-59.0,2023-05-26,invoice,settled
ENT_INV_C00081_04_P,C00081,payment,59.0,2023-06-29,direct_debit,settled
ENT_INV_C00081_05_D,C00081,invoice_debit,-59.0,2023-06-26,invoice,settled
ENT_INV_C00081_05_P,C00081,payment,59.0,2023-07-29,direct_debit,settled
ENT_INV_C00081_06_D,C00081,invoice_debit,-59.0,2023-07-26,invoice,settled
ENT_INV_C00081_06_P,C00081,payment,59.0,2023-08-29,direct_debit,settled
ENT_INV_C00081_07_D,C00081,invoice_debit,-59.0,2023-08-26,invoice,settled
ENT_INV_C00081_07_P,C00081,payment,59.0,2023-09-29,direct_debit,settled
ENT_INV_C00081_08_D,C00081,invoice_debit,-59.0,2023-09-26,invoice,settled
ENT_INV_C00081_08_P,C00081,payment,59.0,2023-10-29,direct_debit,settled
ENT_INV_C00081_09_D,C00081,invoice_debit,-59.0,2023-10-26,invoice,settled
ENT_INV_C00081_09_P,C00081,payment,59.0,2023-11-29,direct_debit,settled
ENT_INV_C00081_10_D,C00081,invoice_debit,-59.0,2023-11-26,invoice,settled
ENT_INV_C00081_10_P,C00081,payment,59.0,2023-12-29,direct_debit,settled
ENT_INV_C00081_11_D,C00081,invoice_debit,-59.0,2023-12-26,invoice,settled
ENT_INV_C00081_11_P,C00081,payment,59.0,2024-01-29,direct_debit,settled
ENT_INV_C00081_12_D,C00081,invoice_debit,-59.0,2024-01-26,invoice,settled
ENT_INV_C00081_12_P,C00081,payment,59.0,2024-02-29,direct_debit,settled
ENT_INV_C00081_13_D,C00081,invoice_debit,-59.0,2024-02-26,invoice,settled
ENT_INV_C00081_13_P,C00081,payment,59.0,2024-03-29,direct_debit,settled
ENT_INV_C00081_14_D,C00081,invoice_debit,-59.0,2024-03-26,invoice,settled
ENT_INV_C00081_14_P,C00081,payment,59.0,2024-04-29,direct_debit,settled
ENT_INV_C00081_15_D,C00081,invoice_debit,-59.0,2024-04-26,invoice,settled
ENT_INV_C00081_15_P,C00081,payment,59.0,2024-05-29,direct_debit,settled
ENT_INV_C00081_16_D,C00081,invoice_debit,-59.0,2024-05-26,invoice,settled
ENT_INV_C00081_16_P,C00081,payment,59.0,2024-06-29,direct_debit,settled
ENT_INV_C00081_17_D,C00081,invoice_debit,-59.0,2024-06-26,invoice,settled
ENT_INV_C00081_17_P,C00081,payment,59.0,2024-07-29,direct_debit,settled
ENT_INV_C00081_18_D,C00081,invoice_debit,-59.0,2024-07-26,invoice,settled
ENT_INV_C00081_18_P,C00081,payment,59.0,2024-08-29,direct_debit,settled
ENT_INV_C00081_19_D,C00081,invoice_debit,-59.0,2024-08-26,invoice,settled
ENT_INV_C00081_19_P,C00081,payment,59.0,2024-09-29,direct_debit,settled
ENT_INV_C00081_20_D,C00081,invoice_debit,-59.0,2024-09-26,invoice,settled
ENT_INV_C00081_20_P,C00081,payment,59.0,2024-10-29,direct_debit,settled
ENT_INV_C00081_21_D,C00081,invoice_debit,-59.0,2024-10-26,invoice,settled
ENT_INV_C00081_21_P,C00081,payment,59.0,2024-11-29,direct_debit,settled
ENT_INV_C00081_22_D,C00081,invoice_debit,-59.0,2024-11-26,invoice,settled
ENT_INV_C00081_22_P,C00081,payment,59.0,2024-12-29,direct_debit,settled
ENT_INV_C00081_23_D,C00081,invoice_debit,-59.0,2024-12-26,invoice,settled
ENT_INV_C00081_23_P,C00081,payment,59.0,2025-01-29,direct_debit,settled
ENT_INV_C00082_00_D,C00082,invoice_debit,-99.0,2023-01-07,invoice,settled
ENT_INV_C00082_00_P,C00082,payment,99.0,2023-02-10,direct_debit,settled
ENT_INV_C00082_01_D,C00082,invoice_debit,-99.0,2023-02-07,invoice,settled
ENT_INV_C00082_01_P,C00082,payment,99.0,2023-03-10,direct_debit,settled
ENT_INV_C00082_02_D,C00082,invoice_debit,-99.0,2023-03-07,invoice,settled
ENT_INV_C00082_02_P,C00082,payment,99.0,2023-04-10,direct_debit,settled
ENT_INV_C00082_03_D,C00082,invoice_debit,-99.0,2023-04-07,invoice,settled
ENT_INV_C00082_03_P,C00082,payment,99.0,2023-05-10,direct_debit,settled
ENT_INV_C00082_04_D,C00082,invoice_debit,-99.0,2023-05-07,invoice,settled
ENT_INV_C00082_04_P,C00082,payment,99.0,2023-06-10,direct_debit,settled
ENT_INV_C00082_05_D,C00082,invoice_debit,-99.0,2023-06-07,invoice,settled
ENT_INV_C00082_05_P,C00082,payment,99.0,2023-07-10,direct_debit,settled
ENT_INV_C00082_06_D,C00082,invoice_debit,-99.0,2023-07-07,invoice,settled
ENT_INV_C00082_06_P,C00082,payment,99.0,2023-08-10,direct_debit,settled
ENT_INV_C00082_07_D,C00082,invoice_debit,-99.0,2023-08-07,invoice,settled
ENT_INV_C00082_07_P,C00082,payment,99.0,2023-09-10,direct_debit,settled
ENT_INV_C00082_08_D,C00082,invoice_debit,-99.0,2023-09-07,invoice,settled
ENT_INV_C00082_08_P,C00082,payment,99.0,2023-10-10,direct_debit,settled
ENT_INV_C00082_09_D,C00082,invoice_debit,-99.0,2023-10-07,invoice,settled
ENT_INV_C00082_09_P,C00082,payment,99.0,2023-11-10,direct_debit,settled
ENT_INV_C00082_10_D,C00082,invoice_debit,-99.0,2023-11-07,invoice,settled
ENT_INV_C00082_10_P,C00082,payment,99.0,2023-12-10,direct_debit,settled
ENT_INV_C00082_11_D,C00082,invoice_debit,-99.0,2023-12-07,invoice,settled
ENT_INV_C00082_11_P,C00082,payment,99.0,2024-01-10,direct_debit,settled
ENT_INV_C00082_12_D,C00082,invoice_debit,-99.0,2024-01-07,invoice,settled
ENT_INV_C00082_12_P,C00082,payment,99.0,2024-02-10,direct_debit,settled
ENT_INV_C00082_13_D,C00082,invoice_debit,-99.0,2024-02-07,invoice,settled
ENT_INV_C00082_13_P,C00082,payment,99.0,2024-03-10,direct_debit,settled
ENT_INV_C00082_14_D,C00082,invoice_debit,-99.0,2024-03-07,invoice,settled
ENT_INV_C00082_14_P,C00082,payment,99.0,2024-04-10,direct_debit,settled
ENT_INV_C00082_15_D,C00082,invoice_debit,-99.0,2024-04-07,invoice,settled
ENT_INV_C00082_15_P,C00082,payment,99.0,2024-05-10,direct_debit,settled
ENT_INV_C00082_16_D,C00082,invoice_debit,-99.0,2024-05-07,invoice,settled
ENT_INV_C00082_16_P,C00082,payment,99.0,2024-06-10,direct_debit,settled
ENT_INV_C00082_17_D,C00082,invoice_debit,-99.0,2024-06-07,invoice,settled
ENT_INV_C00082_17_P,C00082,payment,99.0,2024-07-10,direct_debit,settled
ENT_INV_C00082_18_D,C00082,invoice_debit,-99.0,2024-07-07,invoice,settled
ENT_INV_C00082_18_P,C00082,payment,99.0,2024-08-10,direct_debit,settled
ENT_INV_C00082_19_D,C00082,invoice_debit,-99.0,2024-08-07,invoice,settled
ENT_INV_C00082_19_P,C00082,payment,99.0,2024-09-10,direct_debit,settled
ENT_INV_C00082_20_D,C00082,invoice_debit,-99.0,2024-09-07,invoice,settled
ENT_INV_C00082_20_P,C00082,payment,99.0,2024-10-10,direct_debit,settled
ENT_INV_C00082_21_D,C00082,invoice_debit,-99.0,2024-10-07,invoice,settled
ENT_INV_C00082_21_P,C00082,payment,99.0,2024-11-10,direct_debit,settled
ENT_INV_C00082_22_D,C00082,invoice_debit,-99.0,2024-11-07,invoice,settled
ENT_INV_C00082_22_P,C00082,payment,99.0,2024-12-10,direct_debit,settled
ENT_INV_C00082_23_D,C00082,invoice_debit,-99.0,2024-12-07,invoice,settled
ENT_INV_C00082_23_P,C00082,payment,99.0,2025-01-10,direct_debit,settled
ENT_INV_C00083_00_D,C00083,invoice_debit,-59.0,2023-01-19,invoice,settled
ENT_INV_C00083_00_P,C00083,payment,59.0,2023-02-22,direct_debit,settled
ENT_INV_C00083_01_D,C00083,invoice_debit,-59.0,2023-02-19,invoice,settled
ENT_INV_C00083_01_P,C00083,payment,59.0,2023-03-22,direct_debit,settled
ENT_INV_C00083_02_D,C00083,invoice_debit,-59.0,2023-03-19,invoice,settled
ENT_INV_C00083_02_P,C00083,payment,59.0,2023-04-22,direct_debit,settled
ENT_INV_C00083_03_D,C00083,invoice_debit,-59.0,2023-04-19,invoice,settled
ENT_INV_C00083_03_P,C00083,payment,59.0,2023-05-22,direct_debit,settled
ENT_INV_C00083_04_D,C00083,invoice_debit,-59.0,2023-05-19,invoice,settled
ENT_INV_C00083_04_P,C00083,payment,59.0,2023-06-22,direct_debit,settled
ENT_INV_C00083_05_D,C00083,invoice_debit,-59.0,2023-06-19,invoice,settled
ENT_INV_C00083_05_P,C00083,payment,59.0,2023-07-22,direct_debit,settled
ENT_INV_C00083_06_D,C00083,invoice_debit,-59.0,2023-07-19,invoice,settled
ENT_INV_C00083_06_P,C00083,payment,59.0,2023-08-22,direct_debit,settled
ENT_INV_C00083_07_D,C00083,invoice_debit,-59.0,2023-08-19,invoice,settled
ENT_INV_C00083_07_P,C00083,payment,59.0,2023-09-22,direct_debit,settled
ENT_INV_C00083_08_D,C00083,invoice_debit,-59.0,2023-09-19,invoice,settled
ENT_INV_C00083_08_P,C00083,payment,59.0,2023-10-22,direct_debit,settled
ENT_INV_C00083_09_D,C00083,invoice_debit,-59.0,2023-10-19,invoice,settled
ENT_INV_C00083_09_P,C00083,payment,59.0,2023-11-22,direct_debit,settled
ENT_INV_C00083_10_D,C00083,invoice_debit,-59.0,2023-11-19,invoice,settled
ENT_INV_C00083_10_P,C00083,payment,59.0,2023-12-22,direct_debit,settled
ENT_INV_C00083_11_D,C00083,invoice_debit,-59.0,2023-12-19,invoice,settled
ENT_INV_C00083_11_P,C00083,payment,59.0,2024-01-22,direct_debit,settled
ENT_INV_C00083_12_D,C00083,invoice_debit,-59.0,2024-01-19,invoice,settled
ENT_INV_C00083_12_P,C00083,payment,59.0,2024-02-22,direct_debit,settled
ENT_INV_C00083_13_D,C00083,invoice_debit,-59.0,2024-02-19,invoice,settled
ENT_INV_C00083_13_P,C00083,payment,59.0,2024-03-22,direct_debit,settled
ENT_INV_C00083_14_D,C00083,invoice_debit,-59.0,2024-03-19,invoice,settled
ENT_INV_C00083_14_P,C00083,payment,59.0,2024-04-22,direct_debit,settled
ENT_INV_C00083_15_D,C00083,invoice_debit,-59.0,2024-04-19,invoice,settled
ENT_INV_C00083_15_P,C00083,payment,59.0,2024-05-22,direct_debit,settled
ENT_INV_C00083_16_D,C00083,invoice_debit,-59.0,2024-05-19,invoice,settled
ENT_INV_C00083_16_P,C00083,payment,59.0,2024-06-22,direct_debit,settled
ENT_INV_C00083_17_D,C00083,invoice_debit,-59.0,2024-06-19,invoice,settled
ENT_INV_C00083_17_P,C00083,payment,59.0,2024-07-22,direct_debit,settled
ENT_INV_C00083_18_D,C00083,invoice_debit,-59.0,2024-07-19,invoice,settled
ENT_INV_C00083_18_P,C00083,payment,59.0,2024-08-22,direct_debit,settled
ENT_INV_C00083_19_D,C00083,invoice_debit,-59.0,2024-08-19,invoice,settled
ENT_INV_C00083_19_P,C00083,payment,59.0,2024-09-22,direct_debit,settled
ENT_INV_C00083_20_D,C00083,invoice_debit,-59.0,2024-09-19,invoice,settled
ENT_INV_C00083_20_P,C00083,payment,59.0,2024-10-22,direct_debit,settled
ENT_INV_C00083_21_D,C00083,invoice_debit,-59.0,2024-10-19,invoice,settled
ENT_INV_C00083_21_P,C00083,payment,59.0,2024-11-22,direct_debit,settled
ENT_INV_C00083_22_D,C00083,invoice_debit,-59.0,2024-11-19,invoice,settled
ENT_INV_C00083_22_P,C00083,payment,59.0,2024-12-22,direct_debit,settled
ENT_INV_C00083_23_D,C00083,invoice_debit,-59.0,2024-12-19,invoice,settled
ENT_INV_C00083_23_P,C00083,payment,59.0,2025-01-22,direct_debit,settled
ENT_INV_C00084_00_D,C00084,invoice_debit,-59.0,2023-03-06,invoice,settled
ENT_INV_C00084_00_P,C00084,payment,59.0,2023-04-09,direct_debit,settled
ENT_INV_C00084_01_D,C00084,invoice_debit,-59.0,2023-04-06,invoice,settled
ENT_INV_C00084_01_P,C00084,payment,59.0,2023-05-09,direct_debit,settled
ENT_INV_C00084_02_D,C00084,invoice_debit,-59.0,2023-05-06,invoice,settled
ENT_INV_C00084_02_P,C00084,payment,59.0,2023-06-09,direct_debit,settled
ENT_INV_C00084_03_D,C00084,invoice_debit,-59.0,2023-06-06,invoice,settled
ENT_INV_C00084_03_P,C00084,payment,59.0,2023-07-09,direct_debit,settled
ENT_INV_C00084_04_D,C00084,invoice_debit,-59.0,2023-07-06,invoice,settled
ENT_INV_C00084_04_P,C00084,payment,59.0,2023-08-09,direct_debit,settled
ENT_INV_C00084_05_D,C00084,invoice_debit,-59.0,2023-08-06,invoice,settled
ENT_INV_C00084_05_P,C00084,payment,59.0,2023-09-09,direct_debit,settled
ENT_INV_C00084_06_D,C00084,invoice_debit,-59.0,2023-09-06,invoice,settled
ENT_INV_C00084_06_P,C00084,payment,59.0,2023-10-09,direct_debit,settled
ENT_INV_C00084_07_D,C00084,invoice_debit,-59.0,2023-10-06,invoice,settled
ENT_INV_C00084_07_P,C00084,payment,59.0,2023-11-09,direct_debit,settled
ENT_INV_C00084_08_D,C00084,invoice_debit,-59.0,2023-11-06,invoice,settled
ENT_INV_C00084_08_P,C00084,payment,59.0,2023-12-09,direct_debit,settled
ENT_INV_C00084_09_D,C00084,invoice_debit,-59.0,2023-12-06,invoice,settled
ENT_INV_C00084_09_P,C00084,payment,59.0,2024-01-09,direct_debit,settled
ENT_INV_C00084_10_D,C00084,invoice_debit,-59.0,2024-01-06,invoice,settled
ENT_INV_C00084_10_P,C00084,payment,59.0,2024-02-09,direct_debit,settled
ENT_INV_C00084_11_D,C00084,invoice_debit,-59.0,2024-02-06,invoice,settled
ENT_INV_C00084_11_P,C00084,payment,59.0,2024-03-09,direct_debit,settled
ENT_INV_C00084_12_D,C00084,invoice_debit,-59.0,2024-03-06,invoice,settled
ENT_INV_C00084_12_P,C00084,payment,59.0,2024-04-09,direct_debit,settled
ENT_INV_C00084_13_D,C00084,invoice_debit,-59.0,2024-04-06,invoice,settled
ENT_INV_C00084_13_P,C00084,payment,59.0,2024-05-09,direct_debit,settled
ENT_INV_C00084_14_D,C00084,invoice_debit,-59.0,2024-05-06,invoice,settled
ENT_INV_C00084_14_P,C00084,payment,59.0,2024-06-09,direct_debit,settled
ENT_INV_C00084_15_D,C00084,invoice_debit,-59.0,2024-06-06,invoice,settled
ENT_INV_C00084_15_P,C00084,payment,59.0,2024-07-09,direct_debit,settled
ENT_INV_C00084_16_D,C00084,invoice_debit,-59.0,2024-07-06,invoice,settled
ENT_INV_C00084_16_P,C00084,payment,59.0,2024-08-09,direct_debit,settled
ENT_INV_C00084_17_D,C00084,invoice_debit,-59.0,2024-08-06,invoice,settled
ENT_INV_C00084_17_P,C00084,payment,59.0,2024-09-09,direct_debit,settled
ENT_INV_C00084_18_D,C00084,invoice_debit,-59.0,2024-09-06,invoice,settled
ENT_INV_C00084_18_P,C00084,payment,59.0,2024-10-09,direct_debit,settled
ENT_INV_C00084_19_D,C00084,invoice_debit,-59.0,2024-10-06,invoice,settled
ENT_INV_C00084_19_P,C00084,payment,59.0,2024-11-09,direct_debit,settled
ENT_INV_C00084_20_D,C00084,invoice_debit,-59.0,2024-11-06,invoice,settled
ENT_INV_C00084_20_P,C00084,payment,59.0,2024-12-09,direct_debit,settled
ENT_INV_C00084_21_D,C00084,invoice_debit,-59.0,2024-12-06,invoice,settled
ENT_INV_C00084_21_P,C00084,payment,59.0,2025-01-09,direct_debit,settled
ENT_INV_C00084_22_D,C00084,invoice_debit,-59.0,2025-01-06,invoice,settled
ENT_INV_C00084_22_P,C00084,payment,59.0,2025-02-09,direct_debit,settled
ENT_INV_C00084_23_D,C00084,invoice_debit,-59.0,2025-02-06,invoice,settled
ENT_INV_C00084_23_P,C00084,payment,59.0,2025-03-09,direct_debit,settled
ENT_INV_C00085_00_D,C00085,invoice_debit,-129.0,2023-02-24,invoice,settled
ENT_INV_C00085_00_P,C00085,payment,129.0,2023-03-27,direct_debit,settled
ENT_INV_C00085_01_D,C00085,invoice_debit,-129.0,2023-03-24,invoice,settled
ENT_INV_C00085_01_P,C00085,payment,129.0,2023-04-27,direct_debit,settled
ENT_INV_C00085_02_D,C00085,invoice_debit,-129.0,2023-04-24,invoice,settled
ENT_INV_C00085_02_P,C00085,payment,129.0,2023-05-27,direct_debit,settled
ENT_INV_C00085_03_D,C00085,invoice_debit,-129.0,2023-05-24,invoice,settled
ENT_INV_C00085_03_P,C00085,payment,129.0,2023-06-27,direct_debit,settled
ENT_INV_C00085_04_D,C00085,invoice_debit,-129.0,2023-06-24,invoice,settled
ENT_INV_C00085_04_P,C00085,payment,129.0,2023-07-27,direct_debit,settled
ENT_INV_C00085_05_D,C00085,invoice_debit,-129.0,2023-07-24,invoice,settled
ENT_INV_C00085_05_P,C00085,payment,129.0,2023-08-27,direct_debit,settled
ENT_INV_C00085_06_D,C00085,invoice_debit,-129.0,2023-08-24,invoice,settled
ENT_INV_C00085_06_P,C00085,payment,129.0,2023-09-27,direct_debit,settled
ENT_INV_C00085_07_D,C00085,invoice_debit,-129.0,2023-09-24,invoice,settled
ENT_INV_C00085_07_P,C00085,payment,129.0,2023-10-27,direct_debit,settled
ENT_INV_C00085_08_D,C00085,invoice_debit,-129.0,2023-10-24,invoice,settled
ENT_INV_C00085_08_P,C00085,payment,129.0,2023-11-27,direct_debit,settled
ENT_INV_C00085_09_D,C00085,invoice_debit,-129.0,2023-11-24,invoice,settled
ENT_INV_C00085_09_P,C00085,payment,129.0,2023-12-27,direct_debit,settled
ENT_INV_C00085_10_D,C00085,invoice_debit,-129.0,2023-12-24,invoice,settled
ENT_INV_C00085_10_P,C00085,payment,129.0,2024-01-27,direct_debit,settled
ENT_INV_C00085_11_D,C00085,invoice_debit,-129.0,2024-01-24,invoice,settled
ENT_INV_C00085_11_P,C00085,payment,129.0,2024-02-27,direct_debit,settled
ENT_INV_C00085_12_D,C00085,invoice_debit,-129.0,2024-02-24,invoice,settled
ENT_INV_C00085_12_P,C00085,payment,129.0,2024-03-27,direct_debit,settled
ENT_INV_C00085_13_D,C00085,invoice_debit,-129.0,2024-03-24,invoice,settled
ENT_INV_C00085_13_P,C00085,payment,129.0,2024-04-27,direct_debit,settled
ENT_INV_C00085_14_D,C00085,invoice_debit,-129.0,2024-04-24,invoice,settled
ENT_INV_C00085_14_P,C00085,payment,129.0,2024-05-27,direct_debit,settled
ENT_INV_C00085_15_D,C00085,invoice_debit,-129.0,2024-05-24,invoice,settled
ENT_INV_C00085_15_P,C00085,payment,129.0,2024-06-27,direct_debit,settled
ENT_INV_C00085_16_D,C00085,invoice_debit,-129.0,2024-06-24,invoice,settled
ENT_INV_C00085_16_P,C00085,payment,129.0,2024-07-27,direct_debit,settled
ENT_INV_C00085_17_D,C00085,invoice_debit,-129.0,2024-07-24,invoice,settled
ENT_INV_C00085_17_P,C00085,payment,129.0,2024-08-27,direct_debit,settled
ENT_INV_C00085_18_D,C00085,invoice_debit,-129.0,2024-08-24,invoice,settled
ENT_INV_C00085_18_P,C00085,payment,129.0,2024-09-27,direct_debit,settled
ENT_INV_C00085_19_D,C00085,invoice_debit,-129.0,2024-09-24,invoice,settled
ENT_INV_C00085_19_P,C00085,payment,129.0,2024-10-27,direct_debit,settled
ENT_INV_C00085_20_D,C00085,invoice_debit,-129.0,2024-10-24,invoice,settled
ENT_INV_C00085_20_P,C00085,payment,129.0,2024-11-27,direct_debit,settled
ENT_INV_C00085_21_D,C00085,invoice_debit,-129.0,2024-11-24,invoice,settled
ENT_INV_C00085_21_P,C00085,payment,129.0,2024-12-27,direct_debit,settled
ENT_INV_C00085_22_D,C00085,invoice_debit,-129.0,2024-12-24,invoice,settled
ENT_INV_C00085_22_P,C00085,payment,129.0,2025-01-27,direct_debit,settled
ENT_INV_C00085_23_D,C00085,invoice_debit,-129.0,2025-01-24,invoice,settled
ENT_INV_C00085_23_P,C00085,payment,129.0,2025-02-27,direct_debit,settled
ENT_INV_C00086_00_D,C00086,invoice_debit,-75.0,2023-02-22,invoice,settled
ENT_INV_C00086_00_P,C00086,payment,75.0,2023-03-25,direct_debit,settled
ENT_INV_C00086_01_D,C00086,invoice_debit,-75.0,2023-03-22,invoice,settled
ENT_INV_C00086_01_P,C00086,payment,75.0,2023-04-25,direct_debit,settled
ENT_INV_C00086_02_D,C00086,invoice_debit,-75.0,2023-04-22,invoice,settled
ENT_INV_C00086_02_P,C00086,payment,75.0,2023-05-25,direct_debit,settled
ENT_INV_C00086_03_D,C00086,invoice_debit,-75.0,2023-05-22,invoice,settled
ENT_INV_C00086_03_P,C00086,payment,75.0,2023-06-25,direct_debit,settled
ENT_INV_C00086_04_D,C00086,invoice_debit,-75.0,2023-06-22,invoice,settled
ENT_INV_C00086_04_P,C00086,payment,75.0,2023-07-25,direct_debit,settled
ENT_INV_C00086_05_D,C00086,invoice_debit,-75.0,2023-07-22,invoice,settled
ENT_INV_C00086_05_P,C00086,payment,75.0,2023-08-25,direct_debit,settled
ENT_INV_C00086_06_D,C00086,invoice_debit,-75.0,2023-08-22,invoice,settled
ENT_INV_C00086_06_P,C00086,payment,75.0,2023-09-25,direct_debit,settled
ENT_INV_C00086_07_D,C00086,invoice_debit,-75.0,2023-09-22,invoice,settled
ENT_INV_C00086_07_P,C00086,payment,75.0,2023-10-25,direct_debit,settled
