customer_id,plan_id,signup_date,status
C00852,P3,2023-03-01,active
C00853,P1,2023-02-08,active
C00854,P1,2023-05-31,active
C00855,P6,2023-04-18,active
C00856,P2,2023-04-30,active
C00857,P4,2023-02-18,suspended
C00858,P1,2023-04-30,active
C00859,P2,2023-03-25,suspended
C00860,P3,2023-01-08,suspended
C00861,P3,2023-05-30,suspended
C00862,P4,2023-05-11,active
C00863,P5,2023-01-15,active
C00864,P1,2023-03-24,active
C00865,P4,2023-05-22,active
C00866,P4,2023-03-04,cancelled
C00867,P6,2023-04-06,active
C00868,P2,2023-01-19,active
C00869,P4,2023-01-05,active
C00870,P5,2023-02-14,active
C00871,P3,2023-03-18,active
C00872,P2,2023-03-03,active
C00873,P1,2023-01-09,active
C00874,P3,2023-01-21,active
C00875,P2,2023-03-04,active
C00876,P4,2023-01-29,active
C00877,P2,2023-01-16,active
C00878,P1,2023-04-17,active
C00879,P4,2023-05-02,active
C00880,P1,2023-01-22,suspended
C00881,P2,2023-02-12,active
C00882,P5,2023-01-19,active
C00883,P4,2023-03-16,active
C00884,P4,2023-05-17,cancelled
C00885,P5,2023-03-10,active
C00886,P3,2023-01-15,cancelled
C00887,P3,2023-02-24,cancelled
C00888,P4,2023-03-26,active
C00889,P6,2023-04-22,active
C00890,P2,2023-01-12,active
C00891,P2,2023-02-02,cancelled
C00892,P1,2023-05-04,active
C00893,P3,2023-05-26,active
C00894,P5,2023-03-20,active
C00895,P1,2023-05-24,active
C00896,P1,2023-05-02,active
C00897,P1,2023-05-11,active
C00898,P4,2023-04-22,active
C00899,P3,2023-03-25,active
C00900,P3,2023-01-06,active
C00901,P2,2023-01-20,active
C00902,P2,2023-04-19,active
C00903,P1,2023-03-08,active
C00904,P1,2023-02-08,active
C00905,P2,2023-05-23,active
C00906,P2,2023-03-31,active
C00907,P3,2023-03-06,suspended
C00908,P2,2023-02-22,active
C00909,P6,2023-01-11,active
C00910,P4,2023-05-31,active
C00911,P1,2023-05-21,suspended
C00912,P6,2023-01-13,active
C00913,P6,2023-02-22,active
C00914,P6,2023-05-16,active
C00915,P3,2023-01-08,active
C00916,P1,2023-02-12,active
C00917,P4,2023-04-15,active
C00918,P2,2023-03-16,active
C00919,P4,2023-04-09,active
C00920,P1,2023-05-19,suspended
C00921,P1,2023-04-26,active
C00922,P3,2023-02-18,cancelled
C00923,P1,2023-02-05,active
C00924,P1,2023-03-23,active
C00925,P2,2023-01-24,active
C00926,P4,2023-05-09,active
C00927,P1,2023-05-01,active
C00928,P1,2023-02-22,active
C00929,P3,2023-04-17,active
C00930,P1,2023-03-14,cancelled
C00931,P1,2023-02-24,active
C00932,P2,2023-03-14,active
C00933,P2,2023-05-19,cancelled
C00934,P1,2023-04-02,active
C00935,P1,2023-05-29,active
C00936,P1,2023-02-23,active
C00937,P2,2023-05-13,cancelled
C00938,P1,2023-03-27,active
C00939,P3,2023-01-19,active
C00940,P3,2023-03-06,active
C00941,P4,2023-05-31,active
C00942,P1,2023-03-22,suspended
C00943,P3,2023-04-23,active
C00944,P3,2023-04-22,active
C00945,P3,2023-05-02,active
C00946,P1,2023-05-31,active
C00947,P1,2023-04-11,active
C00948,P4,2023-05-20,active
C00949,P3,2023-03-19,active
C00950,P4,2023-01-12,active
C00951,P3,2023-05-15,active
C00952,P1,2023-04-12,cancelled
C00953,P2,2023-05-29,cancelled
C00954,P2,2023-02-12,active
C00955,P3,2023-05-31,active
C00956,P4,2023-02-08,active
C00957,P1,2023-01-14,active
C00958,P2,2023-01-18,active
C00959,P1,2023-01-27,active
C00960,P3,2023-04-12,active
C00961,P4,2023-04-28,active
C00962,P4,2023-03-25,cancelled
C00963,P1,2023-04-30,active
C00964,P3,2023-05-29,active
C00965,P2,2023-02-14,cancelled
C00966,P1,2023-03-06,active
C00967,P2,2023-03-03,active
C00968,P6,2023-03-26,active
C00969,P3,2023-04-23,active
C00970,P1,2023-02-11,active
C00971,P2,2023-02-22,active
C00972,P2,2023-04-20,active
C00973,P1,2023-03-20,active
C00974,P6,2023-01-15,cancelled
C00975,P1,2023-03-23,active
C00976,P6,2023-03-21,active
C00977,P5,2023-05-23,suspended
C00978,P1,2023-01-04,active
C00979,P4,2023-02-28,active
C00980,P3,2023-01-16,active
C00981,P4,2023-05-05,active
C00982,P2,2023-05-07,active
C00983,P3,2023-02-03,active
C00984,P2,2023-05-06,active
C00985,P3,2023-03-30,active
C00986,P1,2023-03-17,active
C00987,P5,2023-04-22,active
C00988,P2,2023-04-30,active
C00989,P1,2023-05-14,active
C00990,P1,2023-04-03,active
C00991,P3,2023-01-23,suspended
C00992,P5,2023-02-21,cancelled
C00993,P1,2023-05-27,active
C00994,P5,2023-03-06,active
C00995,P3,2023-02-04,cancelled
C00996,P4,2023-03-13,active
C00997,P3,2023-01-24,active
C00998,P4,2023-01-05,cancelled
C00999,P2,2023-05-13,active
